name,slug,image
Bison Bonanza,blueprint-bison-bonanza,blueprint-bison-bonanza.jpg
Return of Kong Megaways,blueprint-return-of-kong-megaways,blueprint-return-of-kong-megaways.jpg
Baron Bloodmore and the Crimson Castle,thunderkick-baron-bloodmore-and-the-crimson-castle,thunderkick-baron-bloodmore-and-the-crimson-castle.jpg
Flame Busters,thunderkick-flame-busters-tk,thunderkick-flame-busters-tk.jpg
Hellapeños,thunderkick-hellapenos,thunderkick-hellapenos.jpg
Rise of Atlantis,blueprint-rise-of-atlantis,blueprint-rise-of-atlantis.jpg
Zoom,thunderkick-zoom-tk,thunderkick-zoom-tk.jpg
Genie Jackpots Wishmaker,blueprint-genie-jackpots-wishmaker,blueprint-genie-jackpots-wishmaker.jpg
Cosmic Voyager,thunderkick-cosmic-voyager,thunderkick-cosmic-voyager.jpg
Napoleon 2 Fat Stacks,blueprint-napoleon-2-fat-stacks,blueprint-napoleon-2-fat-stacks.jpg
Rise of Atlantis 2,blueprint-rise-of-atlantis-2,blueprint-rise-of-atlantis-2.jpg
Xterminate,thunderkick-xterminate,thunderkick-xterminate.jpg
Bison Rising Reloaded Megaways,blueprint-bison-rising-reloaded-megaways,blueprint-bison-rising-reloaded-megaways.jpg
The Falcon Huntress,thunderkick-the-falcon-huntress-tk,thunderkick-the-falcon-huntress-tk.jpg
Beat the Beast: Mighty Sphinx,thunderkick-beatthe-beast-mighty-sphinx,thunderkick-beatthe-beast-mighty-sphinx.jpg
Carnival Queen,thunderkick-carnival-queen-tk,thunderkick-carnival-queen-tk.jpg
Eye of Horus The Golden Tablet Megaways,blueprint-eye-of-horus-the-golden-tablet-megaways,blueprint-eye-of-horus-the-golden-tablet-megaways.jpg
Lava Lava,thunderkick-lava-lava,thunderkick-lava-lava.jpg
Wolf Legend Megaways,blueprint-wolf-legend-megaways,blueprint-wolf-legend-megaways.jpg
Napoleon Megaways,blueprint-napoleon-megaways,blueprint-napoleon-megaways.jpg
Grand Melee,thunderkick-grand-melee,thunderkick-grand-melee.jpg
Chilli Picante Megaways,blueprint-chilli-picante-megaways,blueprint-chilli-picante-megaways.jpg
Dionysus Golden Feast,thunderkick-dionysus-golden-feast,thunderkick-dionysus-golden-feast.jpg
Vikings Unleashed Reloaded Megaways,blueprint-vikings-unleashed-reloaded-megaways,blueprint-vikings-unleashed-reloaded-megaways.jpg
Yeti Battle of Greenhat peak,thunderkick-yeti-battle-tk,thunderkick-yeti-battle-tk.jpg
Divine Lotus,thunderkick-divine-lotus-tk,thunderkick-divine-lotus-tk.jpg
6 in the Chamber,blueprint-6-in-the-chamber,blueprint-6-in-the-chamber.jpg
Rocket Fellas Inc,thunderkick-rocket-fellas-tk,thunderkick-rocket-fellas-tk.jpg
Triple Royal Gold,thunderkick-triple-royal-gold,thunderkick-triple-royal-gold.jpg
Napoleon Deluxe,blueprint-napoleon-deluxe,blueprint-napoleon-deluxe.jpg
Wild Heist at Peacock Manor,thunderkick-wild-heist-tk,thunderkick-wild-heist-tk.jpg
Fishin Frenzy Megaways,blueprint-fishin-frenzy-megaways,blueprint-fishin-frenzy-megaways.jpg
Funky Buddha,blueprint-funky-buddha,blueprint-funky-buddha.jpg
Tomb of Dead: Power 4 slots,blueprint-tomb-of-dead-power-4-slots,blueprint-tomb-of-dead-power-4-slots.jpg
Fruit Warp,thunderkick-fruit-warp,thunderkick-fruit-warp.jpg
Bones & Bounty!,thunderkick-bones-and-bounty,thunderkick-bones-and-bounty.jpg
Luck O' The Irish Mystery Ways Fortune Play,blueprint-luck-o-the-irish-mystery-ways-fortune-play,blueprint-luck-o-the-irish-mystery-ways-fortune-play.jpg
Fishin Frenzy The Big Catch Megaways,blueprint-fishin-frenzy-the-big-catch-megaways,blueprint-fishin-frenzy-the-big-catch-megaways.jpg
Shifting Seas,thunderkick-shifting-seas,thunderkick-shifting-seas.jpg
Gold Strike 2,blueprint-gold-strike-2,blueprint-gold-strike-2.jpg
The G.O.A.T,blueprint-the-goat,blueprint-the-goat.jpg
Phoenix Paradise,thunderkick-phoenix-paradise,thunderkick-phoenix-paradise.jpg
King Kong Cash Even Bigger Bananas 2,blueprint-king-kong-cash-even-bigger-bananas-2,blueprint-king-kong-cash-even-bigger-bananas-2.jpg
Saint Nicked 2,blueprint-saint-nicked-2,blueprint-saint-nicked-2.jpg
Cash Strike Hot Stepper,blueprint-cash-strike-hot-stepper,blueprint-cash-strike-hot-stepper.jpg
The Rift,thunderkick-the-rift-tk,thunderkick-the-rift-tk.jpg
Fishin Frenzy The Big Splash,blueprint-fishin-frenzy-the-big-splash,blueprint-fishin-frenzy-the-big-splash.jpg
Lost City of the Djinn,thunderkick-lost-city-of-the-djinn,thunderkick-lost-city-of-the-djinn.jpg
Vikings Unleashed Megaways,blueprint-vikings-unleashed-megaways,blueprint-vikings-unleashed-megaways.jpg
Fishin Frenzy Even Bigger Catch,blueprint-fishin-frenzy-even-bigger-catch,blueprint-fishin-frenzy-even-bigger-catch.jpg
Crystal Quest: Arcane Tower,thunderkick-crystal-quest-arcane-tower,thunderkick-crystal-quest-arcane-tower.jpg
Frog Grog,thunderkick-frog-grog-tk,thunderkick-frog-grog-tk.jpg
Full Moon Fever,blueprint-full-moon-fever,blueprint-full-moon-fever.jpg
King Kong Cash,blueprint-king-kong-cash,blueprint-king-kong-cash.jpg
Bounty Hunter Unchained,blueprint-bounty-hunter-unchained,blueprint-bounty-hunter-unchained.jpg
Gold Strike,blueprint-gold-strike,blueprint-gold-strike.jpg
Well of Wonders,thunderkick-well-of-wonders-tk,thunderkick-well-of-wonders-tk.jpg
Big Money Megaways,blueprint-big-money-megaways,blueprint-big-money-megaways.jpg
Barbershop: Uncut,thunderkick-barbershop-uncut-tk,thunderkick-barbershop-uncut-tk.jpg
Toki Time,thunderkick-toki-time-tk,thunderkick-toki-time-tk.jpg
Spirit Wolf Wins,blueprint-spirit-wolf-wins,blueprint-spirit-wolf-wins.jpg
Midas King of Gold,blueprint-midas-king-of-gold,blueprint-midas-king-of-gold.jpg
Bar-X Safecracker Megaways,blueprint-bar-x-safe-cracker-megaways,blueprint-bar-x-safe-cracker-megaways.jpg
Bankin More Bacon,blueprint-bankin-more-bacon,blueprint-bankin-more-bacon.jpg
Tiger Rush,thunderkick-tiger-rush-tk,thunderkick-tiger-rush-tk.jpg
King Of The West,blueprint-king-of-the-west,blueprint-king-of-the-west.jpg
Triple Christmas Gold,thunderkick-triple-christmas-gold,thunderkick-triple-christmas-gold.jpg
Flux,thunderkick-flux-tk,thunderkick-flux-tk.jpg
Raven's Eye,thunderkick-ravens-eye,thunderkick-ravens-eye.jpg
Crabbin for Cash: Extra Big Splash,blueprint-crabbin-for-cash-extra-big-splash,blueprint-crabbin-for-cash-extra-big-splash.jpg
Arcader,thunderkick-arcader-tk,thunderkick-arcader-tk.jpg
Babushkas,thunderkick-babushkas-tk,thunderkick-babushkas-tk.jpg
Bankin' Bacon,blueprint-bankin-bacon,blueprint-bankin-bacon.jpg
Cash Strike,blueprint-cash-strike,blueprint-cash-strike.jpg
Not Enough Kittens,thunderkick-not-enough-kittens-tk,thunderkick-not-enough-kittens-tk.jpg
Fat Stacks Miami Cash,blueprint-fat-stacks-miami-cash,blueprint-fat-stacks-miami-cash.jpg
Bon Bomb Bonanza,blueprint-bon-bomb-bonanza,blueprint-bon-bomb-bonanza.jpg
Crystal Quest: Deep Jungle,thunderkick-crystal-quest-deep-jungle-tk,thunderkick-crystal-quest-deep-jungle-tk.jpg
Bork The Berzerker,thunderkick-bork-the-berzerker-tk,thunderkick-bork-the-berzerker-tk.jpg
Luchadora,thunderkick-luchadora-tk,thunderkick-luchadora-tk.jpg
Spectra,thunderkick-spectra-tk,thunderkick-spectra-tk.jpg
Eagle Storm,blueprint-eagle-storm,blueprint-eagle-storm.jpg
Majestic Fury Megaways,blueprint-majestic-fury-megaways,blueprint-majestic-fury-megaways.jpg
Almighty Bear Megaways,blueprint-almighty-bear-megaways,blueprint-almighty-bear-megaways.jpg
Full Moon Romance,thunderkick-full-moon-romance-tk,thunderkick-full-moon-romance-tk.jpg
Sunset Delight,thunderkick-sunset-delight-tk,thunderkick-sunset-delight-tk.jpg
Viking Fury: Spinfinity,blueprint-viking-fury-spinfinity,blueprint-viking-fury-spinfinity.jpg
Viking Fall,blueprint-viking-fall,blueprint-viking-fall.jpg
King Kong Cash DJ Prime8,blueprint-king-kong-cash-dj-prime8,blueprint-king-kong-cash-dj-prime8.jpg
Magicious,thunderkick-magicious-tk,thunderkick-magicious-tk.jpg
Turning Totems,thunderkick-turning-totems-tk,thunderkick-turning-totems-tk.jpg
Cashpots Blazinator,blueprint-cashpots-blazinator,blueprint-cashpots-blazinator.jpg
Crabbin For Christmas,blueprint-crabbin-for-christmas,blueprint-crabbin-for-christmas.jpg
Jaguar Temple,thunderkick-jaguar-temple-tk,thunderkick-jaguar-temple-tk.jpg
The Stash,blueprint-the-stash,blueprint-the-stash.jpg
Crabbin for Cash Megaways,blueprint-crabbin-for-cash-megaways,blueprint-crabbin-for-cash-megaways.jpg
Crabbin For Cash,blueprint-crabbin-for-cash,blueprint-crabbin-for-cash.jpg
Plenty O' Fish,blueprint-plenty-o-fish,blueprint-plenty-o-fish.jpg
7s Deluxe Fortune Spins,blueprint-7s-deluxe-fortune-spins,blueprint-7s-deluxe-fortune-spins.jpg
Cash Strike Power 5,blueprint-cash-strike-power-5,blueprint-cash-strike-power-5.jpg
Treasures of the Dead,blueprint-treasures-of-the-dead,blueprint-treasures-of-the-dead.jpg
Trailblazer,blueprint-trailblazer,blueprint-trailblazer.jpg
